amount,create date,date,invoice,method,notes,payment,payment id,reference,source,state
250.00,2024-04-04T18:49:33.000Z,2024-04-04T18:49:30.000Z,537634,credit_card,,,552520,,internal,active
250.00,2024-04-04T18:49:50.000Z,2024-04-04T18:49:45.000Z,537645,credit_card,,,552522,,internal,active
13045.00,2024-04-04T19:05:59.000Z,2024-04-04T19:05:55.000Z,150093,cheque,,,552614,,internal,active
5445.00,2024-04-04T19:25:41.000Z,2024-04-04T19:24:31.000Z,523543,credit_card,,,552793,,internal,active
250.00,2024-04-04T19:45:40.000Z,2024-04-04T19:45:37.000Z,548961,credit_card,,,552980,,internal,active
9647.00,2024-04-04T20:01:53.000Z,2024-04-04T20:01:25.000Z,382427,cheque,,,553318,1005143 CV ,internal,active
12595.00,2024-04-04T20:03:33.000Z,2024-04-04T20:03:08.000Z,482304,cheque,,,553331,1005136,internal,active
9647.00,2024-04-04T20:05:20.000Z,2024-04-04T20:05:06.000Z,398742,cheque,,,553356,1005134 CV,internal,active
1000.00,2024-04-05T12:45:02.000Z,2024-04-05T12:44:54.000Z,451666,email_transfer,,,554978,,internal,active
450.00,2024-04-05T12:45:31.000Z,2024-04-05T12:45:28.000Z,482304,email_transfer,,,555018,,internal,active
450.00,2024-04-05T12:46:03.000Z,2024-04-05T12:45:59.000Z,458612,email_transfer,,,555046,,internal,active
450.00,2024-04-05T13:22:10.000Z,2024-04-05T13:21:10.000Z,467798,cash,,,555223,,internal,active
450.00,2024-04-05T16:12:00.000Z,2024-04-05T04:00:00.000Z,481898,cash,,,556600,,internal,active
250.00,2024-04-05T16:33:30.000Z,2024-04-05T16:36:04.000Z,543976,credit_card,,,556830,,internal,active
350.00,2024-04-05T16:59:08.000Z,2024-04-05T16:58:27.000Z,523247,credit_card,,,557139,164385,internal,active
950.00,2024-04-05T17:12:35.000Z,2024-04-05T17:01:31.000Z,451182,credit_card,,,557405,01591Z,internal,deleted
3497.50,2024-04-05T18:28:09.000Z,2024-04-05T18:27:11.000Z,448096,credit_card,,,557991,,internal,active
350.00,2024-04-05T19:32:53.000Z,2024-04-05T19:32:33.000Z,550592,credit_card,,,558253,07352F,internal,active
3000.00,2024-04-08T13:27:00.000Z,2024-04-08T13:26:53.000Z,558109,email_transfer,,,561512,,internal,active
3000.00,2024-04-08T13:32:17.000Z,2024-04-08T13:32:08.000Z,497421,email_transfer,,,561543,,internal,active
250.00,2024-04-08T13:36:42.000Z,2024-04-08T13:36:38.000Z,547129,credit_card,,,561597,,internal,active
450.00,2024-04-08T13:39:17.000Z,2024-04-08T13:39:14.000Z,500151,email_transfer,,,561606,,internal,active
540.00,2024-04-08T13:45:44.000Z,2024-04-05T04:00:00.000Z,549366,email_transfer,,,561614,,internal,active
2305.65,2024-04-08T13:47:35.000Z,2024-04-05T04:00:00.000Z,549268,email_transfer,,,561652,,internal,active
2495.00,2024-04-08T13:49:56.000Z,2024-04-08T13:49:53.000Z,556555,credit_card,,,561697,,internal,active
250.00,2024-04-08T13:51:15.000Z,2024-04-05T04:00:00.000Z,486170,email_transfer,,,561723,,internal,active
3500.00,2024-04-08T13:54:15.000Z,2024-04-08T13:54:08.000Z,548974,credit_card,,,561766,,internal,active
450.00,2024-04-08T15:23:13.000Z,2024-04-05T04:00:00.000Z,501044,credit_card,,,562509,09069G,internal,active
350.00,2024-04-08T15:51:56.000Z,2024-04-08T15:54:28.000Z,556905,credit_card,,,562589,,internal,active
3272.50,2024-04-08T16:18:07.000Z,2024-04-08T16:16:58.000Z,430812,email_transfer,,,562843,,internal,deleted
3000.00,2024-04-08T16:22:08.000Z,2024-04-08T16:21:03.000Z,430812,email_transfer,,,562930,,internal,active
750.00,2024-04-08T18:58:52.000Z,2024-04-08T18:58:48.000Z,555436,email_transfer,,,564400,,internal,active
180.00,2024-04-08T19:30:36.000Z,2024-04-08T19:30:32.000Z,562236,cheque,,,564615,,internal,active
950.00,2024-04-09T12:08:25.000Z,2024-03-28T04:00:00.000Z,566272,email_transfer,,,566972,,internal,active
8697.00,2024-04-09T12:08:54.000Z,2024-04-02T04:00:00.000Z,566272,cheque,,,566973,,internal,active
2345.00,2024-04-09T12:30:04.000Z,2024-04-09T12:30:01.000Z,497421,email_transfer,,,567042,,internal,active
7495.00,2024-04-09T13:05:43.000Z,2024-04-09T13:05:04.000Z,498877,credit_card,PAID by employer Graham Rumble on card,,567146,AUTH# 088006,internal,active
360.00,2024-04-09T13:34:19.000Z,2024-04-09T13:36:50.000Z,517826,credit_card,,,567360,,internal,active
2141.35,2024-04-09T13:41:29.000Z,2024-04-09T13:43:59.000Z,567119,credit_card,,,567419,,internal,active
250.00,2024-04-09T14:08:51.000Z,2024-04-09T14:08:48.000Z,562441,email_transfer,,,567941,,internal,active
450.00,2024-04-09T15:00:16.000Z,2024-04-09T15:00:09.000Z,528786,email_transfer,,,568488,,internal,active
6545.00,2024-04-09T15:10:53.000Z,2024-04-09T15:10:50.000Z,451058,cheque,,,568594,,internal,active
12595.00,2024-04-09T15:12:44.000Z,2024-04-09T15:12:35.000Z,522314,cheque,,,568595,,internal,active
200.00,2024-04-09T15:17:18.000Z,2024-04-09T15:15:09.000Z,416564,cheque,,,568596,,internal,active
450.00,2024-04-09T15:24:06.000Z,2024-04-09T15:24:03.000Z,486207,email_transfer,,,568605,,internal,active
200.00,2024-04-09T17:45:40.000Z,2024-04-09T17:45:37.000Z,567135,email_transfer,,,570518,,internal,active
2995.00,2024-04-09T17:49:16.000Z,2024-04-09T17:48:52.000Z,364334,email_transfer,,,570535,,internal,active
2495.00,2024-04-09T17:58:59.000Z,2024-04-09T17:58:52.000Z,477692,credit_card,,,570704,,internal,active
180.00,2024-04-09T19:36:25.000Z,2024-04-09T19:36:21.000Z,557979,email_transfer,,,571350,,internal,active
300.00,2024-04-10T14:43:39.000Z,2024-04-10T14:43:33.000Z,59607,cash,,,574488,,internal,active
400.00,2024-04-10T14:43:55.000Z,2024-04-10T14:43:51.000Z,59613,cash,,,574494,,internal,active
500.00,2024-04-10T14:51:41.000Z,2024-04-10T14:51:38.000Z,468727,email_transfer,,,574590,,internal,active
500.00,2024-04-10T15:06:46.000Z,2024-04-10T15:06:39.000Z,370807,email_transfer,,,574808,,internal,active
450.00,2024-04-10T15:19:58.000Z,2024-04-10T15:19:49.000Z,480729,email_transfer,,,574864,,internal,active
200.00,2024-04-10T15:33:55.000Z,2024-04-10T15:33:51.000Z,501379,credit_card,,,574927,,internal,active
500.00,2024-04-10T15:47:43.000Z,2024-04-10T15:47:40.000Z,486193,email_transfer,,,574937,,internal,active
2000.00,2024-04-10T17:25:38.000Z,2024-04-10T17:24:30.000Z,551289,cheque,,,575976,,internal,active
3000.00,2024-04-10T17:57:15.000Z,2024-04-10T17:57:09.000Z,520659,email_transfer,,,576159,,internal,active
8050.00,2024-04-10T18:01:18.000Z,2024-04-01T04:00:00.000Z,97689,bank_transfer,,,576174,,internal,active
250.00,2024-04-10T18:20:51.000Z,2024-04-10T18:20:24.000Z,561503,credit_card,,,576302,04289Z,internal,active
27845.00,2024-04-10T19:14:01.000Z,2024-04-10T19:13:57.000Z,501449,cheque,,,576795,,internal,active
7895.00,2024-04-11T12:42:58.000Z,2024-04-11T12:42:55.000Z,538864,cheque,,,580026,,internal,active
7445.00,2024-04-11T13:14:50.000Z,2024-04-11T13:13:50.000Z,431195,other,,,580358,,internal,active
3000.00,2024-04-11T13:47:45.000Z,2024-04-11T13:46:38.000Z,394074,credit_card,,,580575,,internal,active
497.50,2024-04-11T13:48:07.000Z,2024-04-11T13:46:58.000Z,394074,credit_card,,,580576,,internal,active
3000.00,2024-04-11T13:57:22.000Z,2024-04-11T13:57:19.000Z,355702,email_transfer,,,580779,,internal,active
350.00,2024-04-11T13:57:47.000Z,2024-04-11T13:57:38.000Z,539248,credit_card,,,580781,416188,internal,active
1689.35,2024-04-11T13:58:39.000Z,2024-04-11T13:58:36.000Z,575124,email_transfer,,,580801,,internal,active
180.00,2024-04-11T14:00:24.000Z,2024-04-11T14:00:22.000Z,574601,email_transfer,,,580852,,internal,active
350.00,2024-04-11T14:01:15.000Z,2024-04-11T14:01:13.000Z,495340,email_transfer,,,580869,,internal,active
272.50,2024-04-11T14:08:08.000Z,2024-04-11T14:08:04.000Z,430812,email_transfer,,,581014,,internal,active
2500.00,2024-04-11T16:02:13.000Z,2024-04-11T16:02:06.000Z,555134,credit_card,,,581807,,internal,active
6995.00,2024-04-11T16:32:29.000Z,2024-04-11T16:32:10.000Z,555424,cheque,,,582080,73937410 6-516,internal,active
2700.00,2024-04-11T16:33:03.000Z,2024-04-11T16:32:56.000Z,570124,email_transfer,,,582081,,internal,active
300.00,2024-04-11T16:33:27.000Z,2024-04-11T16:33:20.000Z,570124,email_transfer,,,582082,,internal,active
3995.00,2024-04-11T16:34:29.000Z,2024-04-11T16:34:26.000Z,575967,email_transfer,,,582084,,internal,active
360.00,2024-04-11T17:44:56.000Z,2024-04-11T17:44:03.000Z,570937,credit_card,,,583304,,internal,active
400.00,2024-04-11T17:45:19.000Z,2024-04-11T17:45:16.000Z,570975,credit_card,,,583307,,internal,active
3000.00,2024-04-11T17:56:28.000Z,2024-04-11T17:56:20.000Z,520659,email_transfer,,,583356,,internal,active
1689.35,2024-04-11T18:38:03.000Z,2024-04-11T18:37:53.000Z,575894,cheque,,,583665,8305088,internal,active
3995.00,2024-04-11T23:08:22.000Z,2024-04-11T23:08:20.000Z,578977,credit_card,,,585570,,internal,active
4500.00,2024-04-11T23:08:46.000Z,2024-04-11T23:08:43.000Z,575991,credit_card,,,585571,,internal,active
2495.00,2024-04-11T23:10:13.000Z,2024-04-11T23:10:10.000Z,585434,email_transfer,,,585572,,internal,active
250.00,2024-04-12T13:43:59.000Z,2024-04-12T13:43:52.000Z,539184,email_transfer,,,586584,,internal,active
350.00,2024-04-12T13:47:05.000Z,2024-04-12T13:46:02.000Z,575010,credit_card,,,586656,,internal,active
1620.00,2024-04-12T14:47:51.000Z,2024-04-12T14:50:51.000Z,576045,credit_card,,,587510,,internal,active
1124.35,2024-04-12T16:50:48.000Z,2024-04-12T16:50:42.000Z,326169,credit_card,,,588460,,internal,active
1995.00,2024-04-12T16:59:45.000Z,2024-04-12T16:59:41.000Z,583039,credit_card,,,588698,,internal,active
300.00,2024-04-12T18:03:15.000Z,2024-04-12T18:02:04.000Z,575368,credit_card,,,589476,,internal,active
1995.00,2024-04-12T18:12:48.000Z,2024-04-12T18:12:44.000Z,513572,credit_card,,,589596,,internal,active
995.00,2024-04-12T18:41:02.000Z,2024-04-12T18:40:55.000Z,520659,email_transfer,,,589855,,internal,active
4000.00,2024-04-12T18:44:32.000Z,2024-04-12T18:43:59.000Z,587918,email_transfer,,,589899,,internal,active
12595.00,2024-04-12T18:58:09.000Z,2024-04-12T18:57:56.000Z,528786,cheque,,,590022,1005351,internal,active
10000.00,2024-04-12T19:00:37.000Z,2024-04-12T18:59:49.000Z,528091,cheque,,,590035,1005352,internal,active
13095.00,2024-04-12T19:02:27.000Z,2024-04-12T19:01:53.000Z,530462,cheque,,,590050,1005353,internal,active
9647.00,2024-04-12T19:03:53.000Z,2024-04-12T19:03:33.000Z,431987,cheque,,,590058,1005354,internal,active
1497.50,2024-04-13T17:37:15.000Z,2024-04-13T17:37:11.000Z,570124,email_transfer,,,592254,,internal,active
1689.35,2024-04-15T15:00:44.000Z,2024-04-15T15:00:40.000Z,574073,email_transfer,,,594737,,internal,active
2495.00,2024-04-15T15:09:54.000Z,2024-04-15T15:09:46.000Z,586356,credit_card,,,594857,,internal,active
250.00,2024-04-15T15:20:58.000Z,2024-04-15T15:20:55.000Z,570877,credit_card,,,594915,,internal,active
250.00,2024-04-15T15:22:18.000Z,2024-04-15T15:22:15.000Z,518381,credit_card,,,594921,,internal,active
1689.35,2024-04-15T15:37:06.000Z,2024-04-15T15:37:00.000Z,586303,credit_card,,,594955,,internal,active
2000.00,2024-04-15T15:46:11.000Z,2024-04-15T15:46:04.000Z,589486,email_transfer,,,594987,,internal,active
400.00,2024-04-15T15:47:23.000Z,2024-04-15T15:47:20.000Z,496097,email_transfer,,,594997,,internal,active
400.00,2024-04-15T15:48:20.000Z,2024-04-15T15:48:16.000Z,583565,email_transfer,,,594998,,internal,active
260.00,2024-04-15T15:51:30.000Z,2024-04-15T15:51:25.000Z,593811,credit_card,,,595000,,internal,active
950.00,2024-04-15T15:57:27.000Z,2024-04-15T15:57:17.000Z,435400,email_transfer,,,595025,,internal,active
4000.00,2024-04-15T15:58:07.000Z,2024-04-15T15:58:03.000Z,587918,email_transfer,,,595026,,internal,active
4995.00,2024-04-15T16:21:20.000Z,2024-04-15T16:21:10.000Z,586887,email_transfer,,,595179,,internal,active
120.00,2024-04-15T17:01:30.000Z,2024-03-29T04:00:00.000Z,490740,email_transfer,paid March 29,,596053,,internal,active
360.00,2024-04-15T17:09:37.000Z,2024-04-15T17:09:32.000Z,595062,credit_card,,,596161,,internal,active
3000.00,2024-04-15T17:24:27.000Z,2024-04-15T17:24:21.000Z,508644,email_transfer,,,596205,,internal,active
1689.35,2024-04-15T17:29:23.000Z,2024-04-12T04:00:00.000Z,582764,credit_card,,,596208,457808,internal,active
6995.00,2024-04-15T17:40:07.000Z,2024-04-15T17:40:04.000Z,587046,email_transfer,,,596298,,internal,active
350.00,2024-04-15T17:40:49.000Z,2024-04-15T17:40:46.000Z,587359,email_transfer,,,596300,,internal,active
360.00,2024-04-15T17:41:24.000Z,2024-04-15T17:41:22.000Z,596269,email_transfer,,,596303,,internal,active
1689.35,2024-04-16T14:02:20.000Z,2024-04-16T14:02:17.000Z,381338,email_transfer,,,600446,,internal,active
2500.00,2024-04-16T14:02:58.000Z,2024-04-16T14:02:51.000Z,474089,email_transfer,,,600453,,internal,active
250.00,2024-04-16T14:04:09.000Z,2024-04-16T14:04:05.000Z,574254,email_transfer,,,600471,,internal,active
2000.00,2024-04-16T14:11:20.000Z,2024-04-16T14:11:14.000Z,589486,email_transfer,,,600595,,internal,active
2141.35,2024-04-16T14:18:25.000Z,2024-04-16T14:18:22.000Z,594995,credit_card,,,600638,,internal,active
1000.00,2024-04-16T14:18:33.000Z,2024-04-16T14:18:19.000Z,423154,email_transfer,,,600660,,internal,active
3000.00,2024-04-16T14:19:33.000Z,2024-04-16T14:19:26.000Z,586808,email_transfer,,,600678,,internal,active
600.00,2024-04-16T14:23:25.000Z,2024-04-16T14:23:21.000Z,594672,credit_card,,,600730,,internal,active
500.00,2024-04-16T16:38:56.000Z,2024-04-16T16:41:57.000Z,549411,credit_card,,,601829,,internal,active
350.00,2024-04-16T17:47:14.000Z,2024-04-16T17:47:11.000Z,576518,email_transfer,,,602774,,internal,active
450.00,2024-04-16T18:26:06.000Z,2024-04-16T18:24:53.000Z,563913,email_transfer,,,603084,,internal,active
4995.00,2024-04-16T18:26:21.000Z,2024-04-16T18:25:09.000Z,563913,cheque,,,603085,,internal,deleted
500.00,2024-04-16T18:45:15.000Z,2024-04-16T18:45:13.000Z,530462,email_transfer,,,603235,,internal,active
200.00,2024-04-16T19:53:36.000Z,2024-04-16T19:53:09.000Z,530620,credit_card,,,603942,Auth# 016329,internal,active
200.00,2024-04-17T13:44:42.000Z,2024-04-17T13:43:14.000Z,303665,other,,,606192,,internal,active
6995.00,2024-04-17T14:24:45.000Z,2024-04-17T14:22:53.000Z,589909,credit_card,,,606769,23121Z,internal,active
6995.00,2024-04-17T14:27:24.000Z,2024-04-17T14:25:52.000Z,587069,credit_card,,,606772,08591F,internal,active
6995.00,2024-04-17T14:28:04.000Z,2024-04-17T14:26:48.000Z,586926,credit_card,,,606773,012254,internal,active
2000.00,2024-04-17T14:28:54.000Z,2024-04-17T14:27:31.000Z,586887,credit_card,,,606774,462389,internal,active
6995.00,2024-04-17T14:30:25.000Z,2024-04-17T14:29:00.000Z,587107,credit_card,,,606776,428282,internal,active
3497.00,2024-04-17T14:31:13.000Z,2024-04-17T14:29:52.000Z,589827,credit_card,,,606778,013421,internal,active
500.00,2024-04-17T14:51:35.000Z,2024-04-17T14:51:19.000Z,586808,email_transfer,,,607217,,internal,active
175.00,2024-04-17T14:56:57.000Z,2024-04-17T14:56:54.000Z,586725,email_transfer,,,607278,,internal,active
175.00,2024-04-17T14:57:15.000Z,2024-04-17T14:57:12.000Z,586774,email_transfer,,,607284,,internal,active
175.00,2024-04-17T14:57:38.000Z,2024-04-17T14:57:35.000Z,586748,email_transfer,,,607287,,internal,active
350.00,2024-04-17T14:58:31.000Z,2024-04-17T14:58:28.000Z,601516,email_transfer,,,607290,,internal,active
100.00,2024-04-17T14:59:59.000Z,2024-04-17T14:59:54.000Z,493138,email_transfer,,,607313,,internal,active
250.00,2024-04-17T15:02:03.000Z,2024-04-17T15:02:00.000Z,604182,credit_card,,,607358,,internal,active
1689.35,2024-04-17T15:05:20.000Z,2024-04-17T15:05:04.000Z,600720,credit_card,,,607402,Auth#01273F,internal,active
2000.00,2024-04-17T15:09:10.000Z,2024-04-17T15:09:02.000Z,587092,email_transfer,,,607426,,internal,active
360.00,2024-04-17T15:14:23.000Z,2024-04-17T15:17:25.000Z,541604,credit_card,,,607462,,internal,active
5445.00,2024-04-17T15:45:46.000Z,2024-04-17T15:44:33.000Z,361999,credit_card,,,607707,,internal,active
1689.35,2024-04-17T15:46:15.000Z,2024-04-05T04:00:00.000Z,537602,credit_card,,,607711,,internal,active
13045.00,2024-04-17T15:46:22.000Z,2024-04-17T15:45:12.000Z,544876,cheque,,,607718,,internal,active
13000.00,2024-04-17T15:49:18.000Z,2024-04-17T15:49:12.000Z,523194,credit_card,,,607762,,internal,active
175.00,2024-04-17T16:58:31.000Z,2024-04-17T16:57:16.000Z,586742,credit_card,,,608876,082152,internal,active
200.00,2024-04-17T17:01:55.000Z,2024-04-17T17:04:54.000Z,571189,credit_card,,,608947,,internal,active
2495.00,2024-04-17T17:11:42.000Z,2024-04-17T17:11:38.000Z,607180,credit_card,,,609049,,internal,active
10000.00,2024-04-17T17:24:41.000Z,2024-04-17T17:24:24.000Z,93734,cheque,,,609112,,internal,active
21645.00,2024-04-17T17:27:19.000Z,2024-04-17T17:27:14.000Z,500650,cheque,,,609116,,internal,active
6298.00,2024-04-17T17:28:49.000Z,2024-04-17T17:28:42.000Z,530379,cheque,,,609134,,internal,active
6298.00,2024-04-17T17:30:33.000Z,2024-04-17T17:30:24.000Z,528676,cheque,,,609154,,internal,active
3497.50,2024-04-17T19:15:19.000Z,2024-04-08T04:00:00.000Z,556882,cheque,,,609930,,internal,active
400.00,2024-04-17T19:50:55.000Z,2024-04-17T19:50:49.000Z,522756,email_transfer,,,610117,,internal,deleted
360.00,2024-04-17T19:51:14.000Z,2024-04-17T19:51:10.000Z,521624,email_transfer,,,610125,,internal,active
400.00,2024-04-17T19:51:53.000Z,2024-04-17T19:51:48.000Z,522724,email_transfer,,,610129,,internal,deleted
360.00,2024-04-17T19:52:53.000Z,2024-04-17T19:52:49.000Z,521628,email_transfer,,,610137,,internal,active
3947.50,2024-04-17T20:05:23.000Z,2024-04-17T20:03:26.000Z,609543,credit_card,04-17-2024 payment  1  ,,610443,032741,internal,active
1689.35,2024-04-17T20:21:16.000Z,2024-04-17T20:21:12.000Z,605709,credit_card,,,610598,,internal,active
400.00,2024-04-17T21:00:26.000Z,2024-04-17T21:00:22.000Z,608544,email_transfer,,,610804,,internal,active
450.00,2024-04-17T21:00:51.000Z,2024-04-17T21:00:48.000Z,508738,email_transfer,,,610807,,internal,active
27845.00,2024-04-18T11:27:24.000Z,2024-04-18T11:26:18.000Z,326152,other,,,611890,,internal,active
2500.00,2024-04-18T13:02:46.000Z,2024-04-18T13:02:40.000Z,474089,email_transfer,,,612221,,internal,active
3000.00,2024-04-18T13:03:23.000Z,2024-04-18T13:03:17.000Z,500360,email_transfer,,,612226,,internal,active
995.00,2024-04-18T13:04:02.000Z,2024-04-18T13:03:59.000Z,500360,email_transfer,,,612227,,internal,active
450.00,2024-04-18T13:30:32.000Z,2024-04-09T04:00:00.000Z,568729,credit_card,,,612322,,internal,active
500.00,2024-04-18T14:52:06.000Z,2024-04-10T04:00:00.000Z,426851,email_transfer,,,613271,,internal,active
4000.00,2024-04-18T14:53:56.000Z,2024-04-18T14:53:53.000Z,426851,email_transfer,,,613307,,internal,active
3497.50,2024-04-18T15:53:46.000Z,2024-04-18T15:53:40.000Z,583654,email_transfer,,,613874,,internal,active
250.00,2024-04-18T15:57:54.000Z,2024-04-18T15:57:52.000Z,599464,email_transfer,,,613932,,internal,active
19295.00,2024-04-18T16:12:32.000Z,2024-04-18T16:11:16.000Z,462754,cheque,,,614016,,internal,active
19795.00,2024-04-18T16:14:38.000Z,2024-04-18T16:12:58.000Z,516830,cheque,dropped off 2024-04-18,,614020,3993 1453 3 ,internal,active
995.00,2024-04-18T18:02:15.000Z,2024-04-18T18:02:12.000Z,400530,email_transfer,,,615447,,internal,active
250.00,2024-04-18T18:04:05.000Z,2024-04-18T18:04:02.000Z,562060,email_transfer,,,615462,,internal,active
6995.00,2024-04-18T19:04:43.000Z,2024-04-11T04:00:00.000Z,365291,cheque,,,616059,,internal,active
2895.00,2024-04-18T19:36:35.000Z,2024-04-18T19:36:32.000Z,467844,email_transfer,,,616255,,internal,active
1689.35,2024-04-18T19:39:18.000Z,2024-04-18T19:39:13.000Z,574702,email_transfer,,,616294,,internal,active
3995.00,2024-04-18T19:44:52.000Z,2024-04-18T19:44:37.000Z,557918,credit_card,,,616344,070561,internal,active
180.00,2024-04-19T11:58:37.000Z,2024-04-19T11:57:30.000Z,582908,credit_card,,,618060,,internal,active
3995.00,2024-04-19T12:10:12.000Z,2024-04-19T12:10:08.000Z,610676,credit_card,,,618124,,internal,active
3995.00,2024-04-19T12:10:33.000Z,2024-04-19T12:10:30.000Z,599445,credit_card,,,618125,,internal,active
500.00,2024-04-19T12:10:54.000Z,2024-04-19T12:10:51.000Z,343466,credit_card,,,618126,,internal,active
250.00,2024-04-19T12:11:20.000Z,2024-04-19T12:11:17.000Z,615506,credit_card,,,618127,,internal,active
200.00,2024-04-19T12:11:39.000Z,2024-04-19T12:11:36.000Z,612211,credit_card,,,618128,,internal,active
450.00,2024-04-19T14:07:42.000Z,2024-04-19T14:06:28.000Z,376303,cheque,,,619011,,internal,active
2495.00,2024-04-19T14:47:52.000Z,2024-04-19T14:47:48.000Z,600679,email_transfer,,,619326,,internal,active
250.00,2024-04-19T14:48:45.000Z,2024-04-19T14:48:42.000Z,593820,credit_card,,,619329,,internal,active
6995.00,2024-04-19T14:49:10.000Z,2024-04-19T14:49:07.000Z,615831,credit_card,,,619333,,internal,active
2500.00,2024-04-19T14:51:31.000Z,2024-04-19T14:51:25.000Z,474089,email_transfer,,,619336,,internal,active
250.00,2024-04-19T14:52:43.000Z,2024-04-19T14:52:41.000Z,616078,email_transfer,,,619340,,internal,active
2495.00,2024-04-19T15:55:34.000Z,2024-04-19T15:55:32.000Z,600625,email_transfer,,,619780,,internal,active
250.00,2024-04-19T16:02:07.000Z,2024-04-12T04:00:00.000Z,583716,credit_card,,,619883,,internal,active
360.00,2024-04-19T16:10:18.000Z,2024-04-12T04:00:00.000Z,572026,credit_card,,,619954,,internal,active
1689.35,2024-04-19T16:40:04.000Z,2024-04-12T04:00:00.000Z,581215,credit_card,,,620171,,internal,active
1689.35,2024-04-19T16:55:38.000Z,2024-04-12T04:00:00.000Z,297145,bank_transfer,,,620448,,internal,active
180.00,2024-04-19T17:26:20.000Z,2024-04-19T17:25:10.000Z,618289,credit_card,,,621056,,internal,active
3000.00,2024-04-19T17:29:48.000Z,2024-04-19T17:29:42.000Z,482270,email_transfer,,,621111,,internal,active
180.00,2024-04-19T17:30:14.000Z,2024-04-19T17:30:12.000Z,528389,email_transfer,,,621112,,internal,active
6995.00,2024-04-19T17:40:33.000Z,2024-04-19T17:40:30.000Z,602029,credit_card,,,621256,,internal,active
250.00,2024-04-19T18:20:59.000Z,2024-04-19T18:20:57.000Z,612177,email_transfer,,,621632,,internal,active
250.00,2024-04-19T18:25:48.000Z,2024-04-19T18:25:34.000Z,537628,credit_card,,,621643,05171E,internal,active
2995.00,2024-04-22T12:45:27.000Z,2024-04-22T12:45:19.000Z,621642,email_transfer,,,624820,,internal,active
1785.00,2024-04-22T12:45:56.000Z,2024-04-22T12:45:48.000Z,474089,email_transfer,,,624821,,internal,active
2495.00,2024-04-22T12:47:00.000Z,2024-04-22T12:46:57.000Z,530341,email_transfer,,,624822,,internal,active
2495.00,2024-04-22T12:47:52.000Z,2024-04-22T12:47:49.000Z,530298,email_transfer,,,624823,,internal,active
3000.00,2024-04-22T12:48:27.000Z,2024-04-22T12:48:21.000Z,621642,email_transfer,,,624825,,internal,active
3000.00,2024-04-22T12:49:02.000Z,2024-04-22T12:48:56.000Z,621642,email_transfer,,,624826,,internal,active
3000.00,2024-04-22T13:05:29.000Z,2024-04-22T13:05:23.000Z,586808,email_transfer,,,624853,,internal,active
3000.00,2024-04-22T13:10:08.000Z,2024-04-22T13:10:00.000Z,587092,email_transfer,,,624867,,internal,active
2500.00,2024-04-22T13:11:06.000Z,2024-04-22T13:10:59.000Z,599803,email_transfer,,,624869,,internal,active
2500.00,2024-04-22T13:11:59.000Z,2024-04-22T13:11:52.000Z,474089,email_transfer,,,624887,,internal,active
1689.35,2024-04-22T13:18:38.000Z,2024-04-22T13:18:35.000Z,620059,email_transfer,,,624933,,internal,active
300.00,2024-04-22T13:25:16.000Z,2024-04-22T13:24:06.000Z,619956,cash,,,625028,,internal,active
2495.00,2024-04-22T13:52:07.000Z,2024-04-22T13:55:00.000Z,416640,cheque,,,625141,,internal,active
400.00,2024-04-22T13:53:41.000Z,2024-04-22T13:56:44.000Z,586729,cash,,,625172,,internal,deleted
400.00,2024-04-22T13:57:37.000Z,2024-04-22T14:00:41.000Z,603141,cash,,,625276,,internal,active
6995.00,2024-04-22T15:26:00.000Z,2024-04-22T15:25:53.000Z,330863,cheque,,,626058,,internal,active
450.00,2024-04-22T15:26:07.000Z,2024-04-22T15:26:03.000Z,330874,cheque,,,626059,,internal,active
13045.00,2024-04-22T15:29:56.000Z,2024-04-22T15:29:52.000Z,381299,cheque,,,626065,,internal,active
19295.00,2024-04-22T15:33:37.000Z,2024-04-22T15:33:30.000Z,548327,cheque,,,626072,,internal,active
20695.00,2024-04-22T15:35:01.000Z,2024-04-22T15:34:46.000Z,598522,cheque,,,626087,,internal,active
12595.00,2024-04-22T15:36:43.000Z,2024-04-22T15:36:35.000Z,570751,cheque,,,626092,,internal,active
12595.00,2024-04-22T15:38:05.000Z,2024-04-22T15:37:58.000Z,540638,cheque,,,626096,,internal,active
13895.00,2024-04-22T15:39:04.000Z,2024-04-22T15:38:55.000Z,530555,cheque,,,626097,,internal,active
26895.00,2024-04-22T15:40:05.000Z,2024-04-22T15:39:55.000Z,555278,cheque,,,626101,,internal,active
4995.00,2024-04-22T15:40:58.000Z,2024-04-22T15:40:48.000Z,552876,cheque,,,626130,,internal,active
12595.00,2024-04-22T15:41:59.000Z,2024-04-22T15:41:53.000Z,556474,cheque,,,626138,,internal,active
21645.00,2024-04-22T15:43:32.000Z,2024-04-22T15:43:28.000Z,530884,cheque,,,626156,,internal,active
13447.00,2024-04-22T15:50:03.000Z,2024-04-22T15:52:56.000Z,506530,cheque,,,626200,,internal,active
9650.00,2024-04-22T15:56:40.000Z,2024-04-22T15:59:40.000Z,549408,cheque,,,626220,,internal,active
6297.00,2024-04-22T16:04:21.000Z,2024-04-22T16:07:13.000Z,561492,cheque,,,626236,,internal,active
350.00,2024-04-22T17:13:30.000Z,2024-04-22T17:13:27.000Z,537586,credit_card,,,627470,,internal,active
3000.00,2024-04-22T18:13:04.000Z,2024-04-22T18:12:55.000Z,626188,email_transfer,,,627927,,internal,active
